district,date,landslide,state,slope_deg,elevation_m,aspect_deg,curvature,twi,lulc_class,lithology,dist_river_km,drainage_density,ndvi,rain_1d,rain_3d,rain_7d,rain_15d,rain_max3d,is_monsoon,slope_x_rain7d,twi_x_rain15d,rain_intensity_ratio,soil_saturation_proxy
Ratnagiri,2019-08-04,1,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,57.3,154.7,263.1,487.5,67.4,1,44.20080000000001,40.462500000000006,1.5204700530705078,108.33333333333333
Coimbatore,2018-11-09,0,Tamil Nadu,11.8,440,125,-0.14,9.1,2,2,3.5,1.7,0.41,1.2,1.2,15.1,27.2,1.2,0,1.7818,2.4751999999999996,0.5316455696202531,5.037037037037036
Ratnagiri,2020-06-24,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,4.8,26.0,84.1,267.7,12.1,1,14.128799999999998,22.219100000000005,0.39622641509433965,59.48888888888889
Chikmagalur,2022-08-21,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,9.4,48.0,100.5,182.1,32.1,1,22.511999999999997,13.6575,0.650197628458498,18.393939393939394
Nilgiris,2022-07-17,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,2.9,15.8,39.2,82.5,7.3,1,10.701600000000001,5.6925,0.5087719298245613,4.296875
Pune,2021-02-27,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,0.0,0.0,0.0,8.8,0.0,0,0.0,0.7744000000000001,0.0,1.2941176470588236
Kozhikode,2021-07-26,1,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,14.4,61.8,135.4,324.8,28.1,1,21.257800000000003,27.2832,0.7406318883174136,77.33333333333333
Nilgiris,2020-02-23,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,0.0,0.0,0.0,0.7,0.0,0,0.0,0.0483,0.0,0.036458333333333336
Satara,2018-07-08,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,26.3,96.0,222.1,385.5,40.6,1,47.75149999999999,29.298,0.8263016157989228,43.80681818181818
Malappuram,2016-11-09,0,Kerala,18.3,420,78,-0.28,8.1,1,1,2.1,2.4,0.61,0.5,1.1,22.0,55.2,0.6,0,4.026,4.4712,0.15418502202643172,10.615384615384615
Raigad,2015-08-14,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,6.2,13.2,29.3,66.0,6.2,1,5.5377,5.148,1.4466666666666668,10.64516129032258
Chikmagalur,2019-06-26,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,6.1,12.3,37.2,86.8,6.1,1,8.332799999999999,6.51,1.1266490765171502,8.767676767676766
Wayanad,2016-07-10,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,12.2,38.0,86.8,174.4,17.0,1,21.266,13.6032,0.976,17.979381443298973
Idukki,2020-04-02,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,0.0,1.8,3.7,14.5,1.8,0,1.0434,1.044,0.0,1.2608695652173914
Dindigul,2022-10-15,1,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,12.7,30.8,98.2,107.3,12.7,0,17.2832,8.584,0.8988877654196158,14.902777777777777
Kozhikode,2016-07-05,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,16.2,55.0,126.0,292.7,24.2,1,19.781999999999996,24.586799999999997,0.8950276243093922,69.69047619047619
Kolhapur,2019-08-21,0,Maharashtra,15.1,460,110,-0.21,8.5,1,3,2.2,2.1,0.46,1.9,2.9,16.4,224.5,1.9,1,2.4764,19.0825,0.7777777777777778,40.089285714285715
Sindhudurg,2016-04-12,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,0.0,0.1,2.0,3.3,0.0,0,0.284,0.2838,0.0,0.868421052631579
Idukki,2016-08-12,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,1.5,5.3,19.8,47.6,2.0,1,5.583600000000001,3.4272000000000005,0.5121951219512195,4.139130434782609
Ratnagiri,2017-02-19,0,Maharashtra,16.8,350,75,-0.25,8.3,1,3,2.0,2.1,0.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Chikmagalur,2016-08-04,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,16.3,24.6,57.8,157.1,16.3,1,12.947199999999999,11.7825,1.9504273504273508,15.868686868686867
Coimbatore,2021-11-18,1,Tamil Nadu,11.8,440,125,-0.14,9.1,2,2,3.5,1.7,0.41,8.9,38.3,76.0,131.4,26.4,0,8.968,11.9574,0.8122555410691004,24.333333333333332
Satara,2022-07-08,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,60.0,140.3,268.8,474.1,60.0,1,57.792,36.0316,1.5584415584415585,53.875
Kozhikode,2022-03-10,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,0.2,1.3,1.5,2.4,0.5,0,0.23549999999999996,0.2016,0.6363636363636365,0.5714285714285714
Kodagu,2022-08-14,1,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,1.1,7.4,63.1,441.3,4.8,1,16.910800000000002,30.891,0.12068965517241381,36.775
Satara,2016-06-27,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,31.7,100.6,162.7,212.5,42.9,1,34.9805,16.15,1.3580171358629132,24.14772727272727
Raigad,2018-02-05,0,Maharashtra,18.9,520,88,-0.33,7.8,1,3,1.3,2.4,0.51,0.8,0.8,0.9,3.0,0.8,0,0.17009999999999997,0.23399999999999999,3.5,0.48387096774193544
Idukki,2016-07-15,0,Kerala,28.2,1050,95,-0.55,7.2,0,2,0.9,3.1,0.68,9.5,26.2,78.9,138.2,11.9,1,22.2498,9.9504,0.8354271356783919,12.017391304347825
Pune,2018-06-25,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,33.4,100.1,155.7,216.5,38.9,1,20.8638,19.052,1.4948849104859334,31.83823529411765
Chikmagalur,2019-08-12,0,Karnataka,22.4,890,92,-0.48,7.5,0,2,1.4,2.9,0.69,19.5,82.2,242.4,321.8,44.1,1,54.2976,24.135,0.5614973262032086,32.505050505050505
Sindhudurg,2015-07-15,0,Maharashtra,14.2,280,82,-0.19,8.6,1,3,2.4,2.0,0.53,0.6,8.5,38.4,87.9,6.0,1,5.4528,7.5594,0.10741687979539642,23.131578947368425
Nilgiris,2023-09-22,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,4.8,10.4,41.8,58.1,4.8,1,11.411399999999999,4.008900000000001,0.7905882352941178,3.026041666666667
Nilgiris,2019-09-05,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,2.1,11.0,21.1,50.9,4.7,1,5.760300000000001,3.5121,0.6743119266055045,2.6510416666666665
Nilgiris,2015-09-27,0,Tamil Nadu,27.3,1820,98,-0.59,6.9,0,2,0.8,3.5,0.76,12.5,16.4,34.4,38.8,12.5,1,9.3912,2.6771999999999996,2.4928774928774935,2.0208333333333335
Pune,2017-11-10,0,Maharashtra,13.4,580,130,-0.17,8.8,2,3,3.2,1.8,0.38,0.0,0.0,0.0,2.7,0.0,0,0.0,0.23760000000000006,0.0,0.3970588235294118
Satara,2017-09-23,0,Maharashtra,21.5,780,120,-0.44,7.6,1,3,1.5,2.7,0.48,1.1,28.2,251.9,360.9,20.1,1,54.158500000000004,27.428399999999996,0.030482977038796516,41.01136363636363
Dindigul,2015-08-17,0,Tamil Nadu,17.6,620,108,-0.31,8.0,1,2,2.0,2.3,0.49,10.0,36.3,37.3,42.3,24.9,1,6.5648,3.384,1.842105263157895,5.874999999999999
Kodagu,2020-08-06,1,Karnataka,26.8,1100,85,-0.61,7.0,0,2,0.7,3.4,0.74,67.2,201.5,338.7,468.9,69.2,1,90.77159999999999,32.823,1.3859752504419565,39.074999999999996
Wayanad,2023-06-17,0,Kerala,24.5,870,112,-0.42,7.8,0,1,1.2,2.8,0.72,8.5,11.6,32.2,66.2,8.5,1,7.889000000000001,5.1636,1.8085106382978722,6.824742268041238
Shivamogga,2022-11-12,0,Karnataka,17.3,540,118,-0.29,8.2,0,3,1.6,2.5,0.65,0.7,0.8,0.9,8.6,0.7,0,0.1557,0.7051999999999999,3.0624999999999996,1.3437499999999998
Uttara Kannada,2015-11-16,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,0.2,0.3,0.4,7.3,0.2,0,0.07840000000000001,0.5767,1.272727272727273,1.028169014084507
Uttara Kannada,2017-01-14,0,Karnataka,19.6,610,105,-0.35,7.9,0,3,1.1,2.6,0.71,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Kozhikode,2017-02-16,0,Kerala,15.7,320,88,-0.22,8.4,1,1,1.8,2.2,0.58,0.0,0.0,0.1,0.2,0.0,0,0.015700000000000002,0.016800000000000002,0.0,0.047619047619047616
